"OIDD_ID","NCGC_ID","PUBCHEM_SID","TRIVIAL_NAME","SMILES","PUBCHEM_CID"
"2351245450","NCGC00344584-01","170464904","R(+)-Verapamil monohydrochloride hydrate","CC(C)C(CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC","2520"
"2351143063","NCGC00093354-05","170464905","Niacinamide","c1cc(cnc1)C(=O)N","936"
"2351149317","NCGC00015818-14","170464906","Praziquantel","c1ccc2c(c1)CCN3C2CN(CC3=O)C(=O)C4CCCCC4","4891"
"2351156073","NCGC00179623-04","170464907","LISINOPRIL","c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O.O.O","5362118"
"2351142902","NCGC00263442-01","170464908","6-Thioguanine","c1[nH]c2c(=S)[nH]c(nc2n1)N","2723601"
"2351149491","NCGC00015162-10","170464909","Buspirone..HCl","c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O","2477"
"2351156127","NCGC00015771-13","170464910","Orphenadrine hydrochloride","Cc1ccccc1C(c2ccccc2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","83823"
"2351149204","NCGC00166323-02","170464911","Trifluridine","c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)C(F)(F)F","6256"
"2351149510","NCGC00015245-10","170464912","Bethanechol chloride","CC(C[N+](C)(C)C)OC(=O)N.[Cl-]","11548"
"2351149134","NCGC00023509-13","170464913","Lovastatin","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C","53232"
"2351156204","NCGC00016806-13","170464914","Mebendazole","COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3","4030"
"2351156277","NCGC00015399-16","170464915","Etodolac","CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)O","3308"
"2351149432","NCGC00015766-13","170464916","Oxymetazoline hydrochloride","Cc1cc(c(c(c1CC2=NCCN2)C)O)C(C)(C)C","4636"
"2351245355","NCGC00164789-04","170464917","Fulvestrant","C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O","104741"
"2351245608","NCGC00181306-04","170464919","Docetaxel","CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)O)C)O","148124"
"2351155795","NCGC00015096-17","170464920","Amiodarone hydrochloride","CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCCN(CC)CC)I","2157"
"2351156172","NCGC00015452-20","170464921","Flutamide","CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]","3397"
"2351149548","NCGC00263576-01","170464922","GONADORELIN","CC(C)CC(C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc3c[nH]c4c3cccc4)NC(=O)C(Cc5c[nH]cn5)NC(=O)[C@H]6CCC(=O)N6.Cl","60196354"
"2351143281","NCGC00164619-02","170464923","Anastrozole","CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2","2187"
"2351341367","NCGC00179408-03","170464924","OptiPrep(TM) Density Gradient Medium","CC(=O)N(CC(CN(c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)c2c(c(c(c(c2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I","3724"
"2351155830","NCGC00015883-11","170464925","Risperidone???","Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F","5073"
"2351149133","NCGC00179542-03","170464926","Brinzolamide","CCN[C@H]1CN(S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)CCCOC","68844"
"2351156017","NCGC00015226-12","170464927","Mitotane","c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl","4211"
"2351143225","NCGC00015882-15","170464928","Riluzole","c1cc2c(cc1OC(F)(F)F)sc(n2)N","5070"
"2351149735","NCGC00015208-19","170464929","Caffeine","Cn1cnc2c1c(=O)n(c(=O)n2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","6241"
"2351156225","NCGC00016256-17","170464930","Pyrimethamine","CCc1c(c(nc(n1)N)N)c2ccc(cc2)Cl","4993"
"2351245384","NCGC00024714-11","170464931","Triprolidine hydrochloride","Cc1ccc(cc1)/C(=C\CN2CCCC2)/c3ccccn3","5282443"
"2351155781","NCGC00090693-11","170464932","NICOTINE BITARTRATE","CN1CCC[C@@H]1c2cccnc2","157672"
"2351155891","NCGC00166138-04","170464933","Ethynodiol diacetate","CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C","9270"
"2351155862","NCGC00167958-05","170464934","Imipenem","C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N)O","104838"
"2351142875","NCGC00094580-04","170464935","Allopurinol","c1c2c([nH]n1)ncnc2O","2094"
"2351143313","NCGC00159417-05","170464936","Triclosan","c1cc(c(cc1Cl)O)Oc2ccc(cc2Cl)Cl","5564"
"2351143006","NCGC00015864-07","170464937","Procaine hydrochloride","CCN(CC)CCOC(=O)c1ccc(cc1)N.Cl","5795"
"2351149137","NCGC00164593-02","170464938","ENALAPRILAT","C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@H](CCc2ccccc2)C(=O)O","37888454"
"2351142884","NCGC00016410-13","170464939","Thiabendazole","c1ccc2c(c1)[nH]c(n2)c3cscn3","5430"
"2351245476","NCGC00090964-04","170464940","Tetraethylenepentamine pentahydrochloride","C(CNCCNCCNCCN)N","8197"
"2351149470","NCGC00016069-13","170464941","UK 14,304","c1cc(c(c2c1nccn2)Br)NC3=NCCN3","2435"
"2351143126","NCGC00015519-11","170464942","Dopamine HCl","c1cc(c(cc1CCN)O)O","681"
"2351156257","NCGC00016018-10","170464943","TETRAHYDROZOLINE HYDROCHLORIDE","c1ccc2c(c1)CCCC2C3=NCCN3.Cl","10648"
"2351143172","NCGC00018242-07","170464944","Sulfacetamide","CC(=O)NS(=O)(=O)c1ccc(cc1)N","5320"
"2351156238","NCGC00021623-05","170464945","NADOLOL","CC(C)(C)NCC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O","39147"
"2351156255","NCGC00090686-11","170464946","Nitrofurazone","c1cc(oc1/C=N/NC(=O)N)[N+](=O)[O-]","5447130"
"2351142883","NCGC00016446-11","170464948","Metronidazole","Cc1ncc(n1CCO)[N+](=O)[O-]","4173"
"2351155717","NCGC00274068-01","170464949","Itraconazole","CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl","55283"
"2351142998","NCGC00024452-04","170464950","Miglustat hydrochloride","CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O","51634"
"2351156439","NCGC00164385-05","170464951","Clomifene citrate","CCN(CC)CCOc1ccc(cc1)C(=C(c2ccccc2)Cl)c3ccccc3","2800"
"2351149477","NCGC00015859-14","170464952","Procainamide","CCN(CC)CCNC(=O)c1ccc(cc1)N","4913"
"2351156336","NCGC00013841-09","170464953","Cyclobenzaprine hydrochloride","CN(C)CCC=C1c2ccccc2C=Cc3c1cccc3.Cl","22576"
"2351143041","NCGC00016272-05","170464954","Guanethidine sulfate","C1CCCN(CCC1)CCNC(=N)N.OS(=O)(=O)O.OS(=O)(=O)O","60196261"
"2351143200","NCGC00263533-01","170464955","Penciclovir","c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N","4725"
"2351156014","NCGC00016765-09","170464956","DIFLUNISAL","c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O","3059"
"2351142863","NCGC00015238-13","170464957","Chlorzoxazone","c1cc2c(cc1Cl)[nH]c(=O)o2","2733"
"2351155980","NCGC00021152-06","170464958","HYDROXYZINE PAMOATE","c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCCO","3658"
"2351156380","NCGC00274078-01","170464959","Fludrocortisone acetate","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F","31378"
"2351156141","NCGC00015439-11","170464960","Flumazenil","CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F","3373"
"2351245326","NCGC00015471-08","170464961","Ganciclovir","c1nc2c(=O)[nH]c(nc2n1COC(CO)CO)N","3454"
"2351245222","NCGC00166000-04","170464962","Iohexol","CC(=O)N(CC(CO)O)c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I","3730"
"2351155738","NCGC00274060-01","170464963","Posaconazole","CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OCC5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F","147912"
"2351149758","NCGC00015467-20","170464964","Glyburide","COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl","3488"
"2351156218","NCGC00016229-14","170464965","Propylthiouracil","CCCc1cc(=O)[nH]c(=S)[nH]1","657298"
"2351149443","NCGC00016960-07","170464966","Glimepiride","CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]3CC[C@@H](CC3)C)C","3476"
"2351143164","NCGC00167466-02","170464967","Lomustine","C1CCC(CC1)NC(=O)N(CCCl)N=O","3950"
"2351245215","NCGC00167429-04","170464968","Temozolomide","Cn1c(=O)n2cnc(c2nn1)C(=O)N","5394"
"2351156082","NCGC00021569-09","170464969","Enalapril maleate","CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O","5388962"
"2351156196","NCGC00016853-06","170464970","NABUMETONE","CC(=O)CCc1ccc2cc(ccc2c1)OC","4409"
"2351156050","NCGC00015045-09","170464971","METHACHOLINE CHLORIDE","CC(C[N+](C)(C)C)OC(=O)C.[Cl-]","6114"
"2351149480","NCGC00015237-07","170464972","Carbamylcholine Cl","C[N+](C)(C)CCOC(=O)N.[Cl-]","5831"
"2351142936","NCGC00142615-08","170464973","Epinephrine","CNC[C@@H](c1ccc(c(c1)O)O)O","5816"
"2351245614","NCGC00015417-04","170464974","Racepinephrine HCl","CNC[C@@H](c1ccc(c(c1)O)O)O.Cl","441411"
"2351155838","NCGC00179308-04","170464975","Fluticasone propionate","CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3(C2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF","54580"
"2351245150","NCGC00344583-01","170464976","Vinblastine sulfate salt","CC[C@@]1(C[C@H]2C[C@@](c3c(c4ccccc4[nH]3)CC[N@](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CCN9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O.OS(=O)(=O)O","5388983"
"2351149573","NCGC00263548-01","170464977","Vinblastine sulfate","CC[C@@]1(C[C@H]2C[C@@](c3c(c4ccccc4[nH]3)CC[N@](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CCN9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O.OS(=O)(=O)O","5388983"
"2351245410","NCGC00182073-03","170464978","Nedocromil","CCCc1c2c(cc3c1oc(cc3=O)C(=O)O)c(=O)cc(n2CC)C(=O)O","50294"
"2351142876","NCGC00015529-15","170464979","Ibuprofen lysine","CC(C)Cc1ccc(cc1)C(C)C(=O)O","3672"
"2351156042","NCGC00178830-05","170464980","ISOSORBIDE DINITRATE","C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-]","6883"
"2351155872","NCGC00179392-03","170464981","Beclomethasone dipropionate","C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C","20469"
"2351156424","NCGC00159522-05","170464982","Cefalexin","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)O","27447"
"2351245423","NCGC00091533-10","170464983","Ethinylestradiol","C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O","5991"
"2351149384","NCGC00017324-07","170464984","Simvastatin","CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C","54454"
"2351156420","NCGC00094717-06","170464985","6-mercaptopurine","c1[nH]c2c(n1)c(=S)[nH]cn2","667490"
"2351143179","NCGC00159380-05","170464986","Benzoyl peroxide","c1ccc(cc1)C(=O)OOC(=O)c2ccccc2","7187"
"2351156134","NCGC00014711-14","170464987","OXAPROZIN","c1ccc(cc1)c2c(oc(n2)CCC(=O)O)c3ccccc3","4614"
"2351245208","NCGC00186028-02","170464988","Levetiracetam","CCC(C(=O)N)N1CCCC1=O","59708"
"2351142980","NCGC00015060-18","170464989","Azathioprine","Cn1cnc(c1Sc2c3c(nc[nH]3)ncn2)[N+](=O)[O-]","2265"
"2351155770","NCGC00016010-09","170464990","TERBUTALINE HEMISULFATE","CC(C)(C)NCC(c1cc(cc(c1)O)O)O.CC(C)(C)NCC(c1cc(cc(c1)O)O)O.OS(=O)(=O)O","441334"
"2351156099","NCGC00161643-05","170464991","FLUORESCEIN","c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)[O-])[O-].[Na+].[Na+]","9885981"
"2351156181","NCGC00274056-01","170464992","RISEDRONATE SODIUM","c1cc(cnc1)CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]","9862176"
"2351155881","NCGC00024994-06","170464993","Selegiline hydrochloride","C[C@H](Cc1ccccc1)N(C)CC#C.Cl","26758"
"2351245417","NCGC00015389-14","170464994","Propofol","CC(C)c1cccc(c1O)C(C)C","4943"
"2351245273","NCGC00186014-02","170464996","Paliperidone","Cc1c(c(=O)n2c(n1)[C@@H](CCC2)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F","9802545"
"2351142860","NCGC00016258-06","170464997","Menadione","CC1=CC(=O)c2ccccc2C1=O","4055"
"2351143202","NCGC00016794-13","170464998","Gemfibrozil","Cc1ccc(c(c1)OCCCC(C)(C)C(=O)O)C","3463"
"2351143017","NCGC00015705-07","170464999","Memantine hydrochloride","CC12CC3CC(C1)(CC(C3)(C2)N)C","4054"
"2351143066","NCGC00016995-04","170465002","Betazole hydrochloride","c1c[nH]nc1CCN.Cl","16051987"
"2351156332","NCGC00165740-05","170465003","Benazepril","CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(C2=O)CC(=O)O.Cl","5362123"
"2351156202","NCGC00016529-07","170465004","PRAMOXINE HYDROCHLORIDE","CCCCOc1ccc(cc1)OCCCN2CCOCC2.Cl","73957"
"2351143265","NCGC00015508-16","170465005","Hydrochlorothiazide","c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NCN2","3639"
"2351149358","NCGC00015748-17","170465006","Nifedipine","CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC","4485"
"2351142985","NCGC00015316-05","170465007","Eflornithine Hydrochloride","C(CC(C(F)F)(C(=O)O)N)CN.Cl","57004"
"2351143011","NCGC00016394-10","170465010","2-Hydroxy-4-methoxybenzophenone","COc1ccc(c(c1)O)C(=O)c2ccccc2","4632"
"2351149100","NCGC00025125-18","170465011","Colchicine","CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC","6167"
"2351149135","NCGC00263575-01","170465013","EZETIMIBE","c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O","150311"
"2351245352","NCGC00179673-03","170465014","Idoxuridine","c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)I","5905"
"2351155949","NCGC00249894-01","170465016","Fosphenytoin","c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)c3ccccc3","56339"
"2351156027","NCGC00091835-10","170465017","Chlormethine","CN(CCCl)CCCl.Cl","5935"
"2351156354","NCGC00016391-13","170465019","CLIOQUINOL","c1cc2c(cc(c(c2nc1)O)I)Cl","2788"
"2351143181","NCGC00023643-15","170465020","Estrone","C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O","5870"
"2351155793","NCGC00015754-16","170465021","Nilutamide","CC1(C(=O)N(C(=O)N1)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])C","4493"
"2351155776","NCGC00095152-09","170465022","Alfuzosin hydrochloride","CN(CCCNC(=O)C1CCCO1)c2nc3cc(c(cc3c(n2)N)OC)OC.Cl","71764"
"2351155856","NCGC00179367-03","170465023","Iopromide","CN(CC(CO)O)C(=O)c1c(c(c(c(c1I)NC(=O)COC)I)C(=O)NCC(CO)O)I","3736"
"2351143194","NCGC00015605-09","170465024","Lamotrigine","c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N","3878"
"2351156009","NCGC00015520-11","170465025","Hydroxyurea","C(=O)(N)NO","3657"
"2351156451","NCGC00015646-05","170465026","Fomepizole","Cc1c[nH]nc1.Cl","11957593"
"2351156319","NCGC00015146-11","170465028","BROMPHENIRAMINE MALEATE","CN(C)CC[C@@H](c1ccc(cc1)Br)c2ccccn2.C(=C\C(=O)O)\C(=O)O","6433334"
"2351149588","NCGC00167781-06","170465029","Cetirizine hydrochloride","c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)N.Cl.Cl","60196365"
"2351156401","NCGC00166222-04","170465030","N,N'-DIBENZYLETHYLENEDIAMINE DIACETATE","c1ccc(cc1)CNCCNCc2ccccc2.Cl.Cl","2728761"
"2351155877","NCGC00159349-05","170465033","Levonorgestrel","CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34","13109"
"2351149438","NCGC00015955-16","170465034","Salbutamol sulfate","CC(C)(C)NCC(c1ccc(c(c1)CO)O)O","2083"
"2351149404","NCGC00015772-12","170465035","Ofloxacin","CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O","4583"
"2351156100","NCGC00178703-05","170465036","PEMPIDINE TARTRATE","CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O","60196260"
"2351156156","NCGC00263894-02","170465037","LEVOCARNITINE","C[N+](C)(C)CC(CC(=O)[O-])O.Cl","9794197"
"2351143093","NCGC00024494-02","170465038","L-Alanine","C[C@H](C(=O)O)N","71080"
"2351156061","NCGC00015067-14","170465039","Aspirin","CC(=O)Oc1ccccc1C(=O)O","2244"
"2351156160","NCGC00015846-15","170465040","PHENYLBUTAZONE","CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3","4781"
"2351156026","NCGC00016418-15","170465041","Methoxsalen","COc1c2c(ccc(=O)o2)cc3c1occ3","4114"
"2351149104","NCGC00263524-01","170465043","Epifibatide","c1ccc2c(c1)c(c[nH]2)C[C@H]3C(=O)N4CCC[C@H]4C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N3)CC(=O)O)CCCCNC(=N)N)C(=O)N","448812"
"2351143123","NCGC00016268-08","170465044","Niacin","c1cc(cnc1)C(=O)O","938"
"2351156307","NCGC00017280-23","170465045","Tretinoin","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C","444795"
"2351142862","NCGC00094857-05","170465046","9-Aminoacridine, monohydrochloride, monohydrate","c1ccc2c(c1)c(c3ccccc3n2)N.O.Cl","2723598"
"2351245556","NCGC00162218-05","170465047","Molindone hydrochloride","CCc1c([nH]c2c1C(=O)C(CC2)CN3CCOCC3)C.Cl","9883259"
"2351156427","NCGC00024246-15","170465048","Daunorubicin","C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)C)O)N)O","30323"
"2351156056","NCGC00178854-03","170465049","MINOCYCLINE HYDROCHLORIDE","CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O.Cl","54685925"
"2351245336","NCGC00022735-06","170465051","Methylprednisolone","C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O","6741"
"2351245430","NCGC00023016-07","170465052","Cefmetazole sodium salt","Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)[O-].[Na+]","23666711"
"2351149528","NCGC00022248-04","170465053","HYDROCORTISONE SUCCINATE","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+]","23694214"
"2351156408","NCGC00166146-02","170465054","17alpha-Ethynylestradiol 3-cyclopentyl ether","C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC5CCCC5","9046"
"2351143100","NCGC00016403-06","170465055","Mafenide hydrochloride","c1cc(ccc1CN)S(=O)(=O)N.Cl","67313"
"2351156348","NCGC00095082-06","170465056","IOPANIC ACID","CCC(Cc1c(cc(c(c1I)N)I)I)C(=O)O","3735"
"2351156055","NCGC00015092-10","170465057","Aminocaproic acid","C(CCC(=O)O)CCN","564"
"2351155921","NCGC00253600-01","170465058","Iothalamate sodium","CC(=O)Nc1c(c(c(c(c1I)C(=O)[O-])I)C(=O)NC)I.[Na+]","23667529"
"2351155851","NCGC00178286-05","170465059","Pralidoxime chloride","C[n+]1ccccc1/C=N/O.[Cl-]","5359226"
"2351156256","NCGC00178317-03","170465060","FOSCARNET SODIUM","C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]","44561"
"2351143354","NCGC00179240-04","170465061","Levocabastine hydrochloride","C[C@H]1[C@@](CCN(C1)[C@H]2CC[C@@](CC2)(c3ccc(cc3)F)C#N)(C(=O)O)c4ccccc4.Cl","54384"
"2351149742","NCGC00016798-11","170465062","(S)-Timolol maleate","CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O","33624"
"2351155721","NCGC00091288-05","170465063","Riboflavin","Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@@H]([C@@H](CO)O)O)O","493570"
"2351245441","NCGC00188863-02","170465064","Dronedarone hydrochloride","CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCCN(CCCC)CCCC","208898"
"2351156037","NCGC00178860-06","170465065","ETHOPROPAZINE HYDROCHLORIDE","CCN(CC)C(C)CN1c2ccccc2Sc3c1cccc3.Cl","122824"
"2351156161","NCGC00015841-11","170465066","PARGYLINE HYDROCHLORIDE","CN(CC#C)Cc1ccccc1.Cl","9373"
"2351245401","NCGC00182076-03","170465068","Polythiazide","CN1C(Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F","4870"
"2351156114","NCGC00013683-06","170465069","CHLORPROTHIXENE HYDROCHLORIDE","CN(C)CC/C=C/1\c2ccccc2Sc3c1cc(cc3)Cl","667466"
"2351245531","NCGC00025341-06","170465070","Isradipine","CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc3c2non3)C(=O)OC","3784"
"2351149578","NCGC00167505-02","170465071","Eprosartan mesylate","CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O.CS(=O)(=O)O","5282474"
"2351149378","NCGC00016026-10","170465073","Terazosin hydrochloride","COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4CCCO4.Cl","44383"
"2351149518","NCGC00263538-01","170465074","Trovafloxacin mesylate","CS(=O)(=O)O.c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5N)C(=O)O","62960"
"2351156168","NCGC00025355-12","170465075","Paroxetine","c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F","43815"
"2351155774","NCGC00090851-10","170465076","5-Azacitidine","c1nc(nc(=O)n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N","9444"
"2351156203","NCGC00015851-10","170465077","PROTRYPTYLINE HYDROCHLORIDE","CNCCCC1c2ccccc2C=Cc3c1cccc3.Cl","6603149"
"2351245333","NCGC00165846-04","170465078","Nefazodone HCl","CCc1nn(c(=O)n1CCOc2ccccc2)CCCN3CCN(CC3)c4cccc(c4)Cl.Cl","54911"
"2351156184","NCGC00263922-02","170465079","DARIFENACIN HYDROBROMIDE","c1ccc(cc1)C(c2ccccc2)([C@@H]3CCN(C3)CCc4ccc5c(c4)CCO5)C(=O)N.Br","444030"
"2351149759","NCGC00016059-13","170465080","Thioridazine..HCl","CN1CCCCC1CCN2c3ccccc3Sc4c2cc(cc4)SC","5452"
"2351143213","NCGC00181767-03","170465081","Tolcapone","Cc1ccc(cc1)C(=O)c2cc(c(c(c2)O)O)[N+](=O)[O-]","4659569"
"2351156032","NCGC00016401-09","170465082","HYDROFLUMETHIAZIDE","c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F","3647"
"2351143016","NCGC00018249-05","170465083","Ethoxzolamide","CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N","3295"
"2351142955","NCGC00095264-04","170465084","Chloroxine","c1cc2c(cc(c(c2nc1)O)Cl)Cl","2722"
"2351149336","NCGC00167510-02","170465085","Doripenem","C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O","73303"
"2351245369","NCGC00159474-03","170465086","Fluprednisolone","C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O","5876"
"2351155865","NCGC00179382-03","170465088","Hexylcaine hydrochloride","CC(CNC1CCCCC1)OC(=O)c2ccccc2.Cl","102426"
"2351149195","NCGC00090774-05","170465090","Nitazoxanide","CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]","41684"
